date,COP_USD
2012-04-03,1766.83
2012-04-04,1775.78
2012-04-09,1780.49
2012-04-10,1792.62
2012-04-11,1787.5
2012-04-12,1788.5
2012-04-13,1775.5
2012-04-16,1776.5
2012-04-17,1766.12
2012-04-18,1769.5
2012-04-19,1774.5
2012-04-20,1770.5
2012-04-23,1768.16
2012-04-24,1768.5
2012-04-25,1762.5
2012-04-26,1762.5
2012-04-27,1762.5
2012-04-30,1765.28
2012-05-02,1759.5
2012-05-03,1755.5
2012-05-04,1756.5
2012-05-07,1752.08
2012-05-08,1754.5
2012-05-09,1766.2
2012-05-10,1764.5
2012-05-11,1760.62
2012-05-14,1771.5
2012-05-15,1786.5
2012-05-16,1794.0
2012-05-17,1807.5
2012-05-18,1805.5
2012-05-22,1823.0
2012-05-23,1841.02
2012-05-24,1840.14
2012-05-25,1827.68
2012-05-28,1827.5
2012-05-29,1813.04
2012-05-30,1823.98
2012-05-31,1824.94
2012-06-01,1827.49
2012-06-04,1816.5
2012-06-05,1816.5
2012-06-06,1792.0
2012-06-07,1771.5
2012-06-08,1775.01
2012-06-12,1775.96
2012-06-13,1782.4
2012-06-14,1788.46
2012-06-15,1781.19
2012-06-19,1767.58
2012-06-20,1770.5
2012-06-21,1777.5
2012-06-22,1787.63
2012-06-25,1800.33
2012-06-26,1803.0
2012-06-27,1796.25
2012-06-28,1805.52
2012-06-29,1780.83
2012-07-03,1767.39
2012-07-04,1767.14
2012-07-05,1772.91
2012-07-06,1781.41
2012-07-09,1788.5
2012-07-10,1786.5
2012-07-11,1786.0
2012-07-12,1786.5
2012-07-13,1773.14
2012-07-16,1776.21
2012-07-17,1778.0
2012-07-18,1774.97
2012-07-19,1778.16
2012-07-23,1786.7
2012-07-24,1800.07
2012-07-25,1795.98
2012-07-26,1788.07
2012-07-27,1791.5
2012-07-30,1791.5
2012-07-31,1789.99
2012-08-01,1784.87
2012-08-02,1787.84
2012-08-03,1785.5
2012-08-06,1786.01
2012-08-08,1785.18
2012-08-09,1788.0
2012-08-10,1787.79
2012-08-13,1793.5
2012-08-14,1793.5
2012-08-15,1819.5
2012-08-16,1816.28
2012-08-17,1816.16
2012-08-21,1811.43
2012-08-22,1809.07
2012-08-23,1812.5
2012-08-24,1814.5
2012-08-27,1822.5
2012-08-28,1824.99
2012-08-29,1828.5
2012-08-30,1829.5
2012-08-31,1822.07
2012-09-03,1820.48
2012-09-04,1822.34
2012-09-05,1806.79
2012-09-06,1800.5
2012-09-07,1797.85
2012-09-10,1796.0
2012-09-11,1797.5
2012-09-12,1802.5
2012-09-13,1790.37
2012-09-14,1793.5
2012-09-17,1801.5
2012-09-18,1795.5
2012-09-19,1798.5
2012-09-20,1793.5
2012-09-21,1797.5
2012-09-24,1800.5
2012-09-25,1796.5
2012-09-26,1795.12
2012-09-27,1795.29
2012-09-28,1800.5
2012-10-01,1800.5
2012-10-02,1798.5
2012-10-03,1802.5
2012-10-04,1792.28
2012-10-05,1795.5
2012-10-08,1793.02
2012-10-09,1798.5
2012-10-10,1799.5
2012-10-11,1798.5
2012-10-12,1797.5
2012-10-16,1799.5
2012-10-17,1799.5
2012-10-18,1796.5
2012-10-19,1798.5
2012-10-22,1802.5
2012-10-23,1816.0
2012-10-24,1816.5
2012-10-25,1817.5
2012-10-26,1826.5
2012-10-29,1828.5
2012-10-30,1827.76
2012-10-31,1831.0
2012-11-01,1831.5
2012-11-02,1831.5
2012-11-06,1831.5
2012-11-07,1811.31
2012-11-08,1810.5
2012-11-09,1815.5
2012-11-13,1814.44
2012-11-14,1820.5
2012-11-15,1814.5
2012-11-16,1822.5
2012-11-19,1818.5
2012-11-20,1816.5
2012-11-21,1815.5
2012-11-22,1817.5
2012-11-23,1814.5
2012-11-26,1824.5
2012-11-27,1824.5
2012-11-28,1823.5
2012-11-29,1811.09
2012-11-30,1812.78
2012-12-03,1808.37
2012-12-04,1813.5
2012-12-05,1811.5
2012-12-06,1797.87
2012-12-07,1793.27
2012-12-10,1799.5
2012-12-11,1796.59
2012-12-12,1795.5
2012-12-13,1793.82
2012-12-14,1794.62
2012-12-17,1794.62
2012-12-18,1791.32
2012-12-19,1791.5
2012-12-20,1787.5
2012-12-21,1787.5
2012-12-24,1772.5
2012-12-26,1773.5
2012-12-27,1772.5
2012-12-28,1762.5
2013-01-02,1758.5
2013-01-03,1762.5
2013-01-04,1768.0
2013-01-08,1771.5
2013-01-09,1767.5
2013-01-10,1763.5
2013-01-11,1760.88
2013-01-14,1756.29
2013-01-15,1766.7
2013-01-16,1770.91
2013-01-17,1763.74
2013-01-18,1769.5
2013-01-21,1766.33
2013-01-22,1774.42
2013-01-23,1779.23
2013-01-24,1778.06
2013-01-25,1779.5
2013-01-28,1776.74
2013-01-29,1771.16
2013-01-30,1777.5
2013-01-31,1775.01
2013-02-01,1777.5
2013-02-04,1784.66
2013-02-05,1786.32
2013-02-06,1794.5
2013-02-07,1789.85
2013-02-08,1786.5
2013-02-11,1784.5
2013-02-12,1779.5
2013-02-13,1779.72
2013-02-14,1783.5
2013-02-15,1786.5
2013-02-18,1790.5
2013-02-19,1791.5
2013-02-20,1791.5
2013-02-21,1798.5
2013-02-22,1796.47
2013-02-25,1809.76
2013-02-26,1816.39
2013-02-27,1814.5
2013-02-28,1813.5
2013-03-01,1813.5
2013-03-04,1814.5
2013-03-05,1809.5
2013-03-06,1807.5
2013-03-07,1803.5
2013-03-08,1801.5
2013-03-11,1801.5
2013-03-12,1796.51
2013-03-13,1798.5
2013-03-14,1797.5
2013-03-15,1798.5
2013-03-18,1805.35
2013-03-19,1811.5
2013-03-20,1818.5
2013-03-21,1819.5
