year,horizon_days,mae_norm,mse_norm,rmse_norm,mape_norm,mspe_norm,rse_norm,mae_real,mse_real,rmse_real,mape_real,mspe_real,rse_real
2016,252,0.6901104172155024,0.8211615669089622,0.9061796548747727,2.3243892999083435,54.202612819902136,0.9061796548747727,102.17850946502058,18001.57792114073,134.16995908600677,0.03289701014901595,0.0018211146415439445,0.9061796548747725
2017,30,2.672304181492845,8.565121433149635,2.926622871698647,19.63745842624993,1342.3207934232826,2.9266228716986467,101.85809666666661,12443.795215156993,111.55176025127076,0.03505240722758099,0.0014865394235564879,2.9266228716986467
2017,128,2.673767630019633,8.415867982006738,2.9010115446179694,58.27052579411759,220273.55447877847,2.9010115446179694,120.21239180327873,17011.792159959514,130.4292611339937,0.04141688454583103,0.002031255820698338,2.9010115446179694
2017,252,1.089158471249137,1.6396794186444974,1.280499675378521,2.5665213719156332,56.764331282561635,1.2804996753785207,60.82460264317181,5113.7013280592955,71.51014842705402,0.02070831395338691,0.0005974063895647413,1.280499675378521
2018,30,3.8211025852921314,15.713819223447556,3.9640659963536877,19.33912240071636,1664.6391729827462,3.964065996353688,131.40126296296296,18582.46984761889,136.317533162902,0.046186345884298784,0.0023068669411071448,3.964065996353688
2018,128,2.844038724853067,9.103762921109688,3.017244259437689,24.646941897496497,4267.454915485802,3.0172442594376885,142.92534830508475,22991.5603841411,151.62968173857354,0.05054959961192428,0.00291456575948285,3.0172442594376876
2019,30,2.1723053008482,5.59945796967858,2.366317385660381,10.49632961246921,375.50176013885033,2.366317385660381,83.52849310344833,8278.91756702311,90.98855734114653,0.02669173211897952,0.0008494317710984019,2.3663173856603805
2019,128,0.8885165371642656,1.023431228829359,1.0116477790364387,1.5805980467403187,10.068801928415983,1.0116477790364387,72.33335,6782.734108563032,82.35735612902488,0.022629713424800933,0.0006558212781186977,1.0116477790364387
2020,30,1.1343064082570582,1.890565182517953,1.3749782480162924,2.111853063352959,10.406000709931934,1.3749782480162924,68.54212758620692,6903.129907611379,83.0850763230761,0.020746516138297724,0.000640190402106537,1.3749782480162926
2020,128,1.1597786446628813,2.0950764169048015,1.4474378801540333,2.4679771172237372,20.18600791870364,1.447437880154033,317.7476666666667,157258.5956452707,396.5584391300615,0.08204558277741866,0.010123332976048751,1.4474378801540333
