periodo_predicho,fecha_pred_ini,fecha_pred_fin,dias_habiles_pred,mae_normalizado,mse_normalizado,rmse_normalizado,mape_normalizado,mae_escala_pesos,mse_escala_pesos,rmse_escala_pesos,mape_escala_pesos
2001-S1,2001-01-01,2001-06-30,130,0.122736,0.022821,0.151065,0.051596,55.2724,4628.0986,68.0301,0.023834
2001-S2,2001-07-01,2001-12-31,131,0.031576,0.001605,0.040063,0.015654,15.8227,403.034,20.0757,0.006822
2002-S1,2002-01-01,2002-06-30,129,0.056429,0.006646,0.081524,0.031412,30.3832,1926.7892,43.8952,0.013023
2002-S2,2002-07-01,2002-12-31,132,0.553793,0.350406,0.591951,0.232703,312.2361,111389.125,333.7501,0.113209
2003-S1,2003-01-01,2003-06-30,129,0.090706,0.01056,0.102764,0.038915,56.2196,4056.7954,63.693,0.019224
2003-S2,2003-07-01,2003-12-31,132,0.055001,0.004307,0.065625,0.028185,37.1973,1969.7804,44.3822,0.012978
2004-S1,2004-01-01,2004-06-30,130,0.107687,0.015211,0.123333,0.071828,76.9734,7771.6528,88.157,0.028738
2004-S2,2004-07-01,2004-12-31,132,0.195157,0.050576,0.224892,0.170642,143.2462,27248.5156,165.0712,0.057304
2005-S1,2005-01-01,2005-06-30,129,0.026438,0.000901,0.030024,0.030076,19.585,494.6954,22.2417,0.008358
2005-S2,2005-07-01,2005-12-31,131,0.044113,0.002341,0.048379,0.056973,32.5188,1271.8729,35.6633,0.014211
2006-S1,2006-01-01,2006-06-30,130,0.122117,0.032684,0.180787,0.125059,89.3085,17480.9785,132.2157,0.036167
2006-S2,2006-07-01,2006-12-31,129,0.284151,0.093519,0.305808,0.365997,206.664,49468.5,222.4151,0.088599
2007-S1,2007-01-01,2007-06-30,127,0.167549,0.05567,0.235945,0.684178,121.1676,29114.748,170.6304,0.060736
2007-S2,2007-07-01,2007-12-31,130,0.093598,0.016029,0.126606,0.246155,66.8162,8168.4492,90.3795,0.032007
2008-S1,2008-01-01,2008-06-30,127,0.255206,0.081636,0.28572,7.165928,179.4802,40377.0547,200.9404,0.100302
2008-S2,2008-07-01,2008-12-31,129,0.3654,0.176304,0.419886,4.777662,252.9772,84506.2109,290.6995,0.115215
2009-S1,2009-01-01,2009-06-30,128,0.207126,0.065415,0.255764,0.288269,141.7936,30656.4707,175.0899,0.059635
2009-S2,2009-07-01,2009-12-31,130,0.225712,0.058656,0.24219,3.370156,153.5681,27152.1836,164.7792,0.078176
2010-S1,2010-01-01,2010-06-30,128,0.145556,0.023628,0.153714,1.054167,97.6574,10635.9365,103.1307,0.050485
2010-S2,2010-07-01,2010-12-31,132,0.090437,0.011021,0.104982,5.188949,59.8424,4825.6929,69.4672,0.032732
2011-S1,2011-01-01,2011-06-30,127,0.108282,0.016464,0.128312,3.052039,70.6394,7006.6841,83.7059,0.039075
2011-S2,2011-07-01,2011-12-31,126,0.133588,0.028703,0.169421,1.311338,85.9951,11894.4443,109.0617,0.045043
2012-S1,2012-01-01,2012-06-30,121,0.227389,0.054424,0.233289,7.527482,144.5214,21984.2891,148.271,0.081061
2012-S2,2012-07-01,2012-12-31,122,0.034982,0.001706,0.041304,1.394141,21.9677,672.7709,25.9378,0.012133
2013-S1,2013-01-01,2013-06-30,118,0.101916,0.015976,0.126395,7.99063,63.2452,6152.1748,78.4358,0.034028
2013-S2,2013-07-01,2013-12-31,124,0.037477,0.002108,0.045908,0.421406,22.9977,793.613,28.1711,0.012134
2014-S1,2014-01-01,2014-06-30,117,0.081941,0.009813,0.09906,0.447472,49.7133,3611.9448,60.0995,0.025023
2014-S2,2014-07-01,2014-12-31,123,0.279519,0.145186,0.381033,0.943089,167.8739,52368.2891,228.8412,0.077072
2015-S1,2015-01-01,2015-06-30,122,0.18917,0.055037,0.234599,0.161074,112.5987,19499.0898,139.6391,0.044201
2015-S2,2015-07-01,2015-12-31,128,0.667983,0.530089,0.728072,0.331075,398.2863,188455.3438,434.1144,0.12964
2016-S1,2016-01-01,2016-06-30,126,0.252158,0.077292,0.278014,0.130063,154.6971,29090.3984,170.5591,0.050117
2016-S2,2016-07-01,2016-12-31,126,0.116163,0.02652,0.162848,0.064206,73.5122,10620.6689,103.0566,0.024047
2017-S1,2017-01-01,2017-06-30,124,0.128624,0.020253,0.142314,0.08551,82.9208,8417.4902,91.7469,0.028587
2017-S2,2017-07-01,2017-12-31,109,0.097445,0.013268,0.115189,0.063338,63.6379,5658.8525,75.2253,0.021532
2018-S1,2018-01-01,2018-06-30,121,0.209456,0.049969,0.223537,0.161347,138.4848,21843.3047,147.7948,0.048968
2018-S2,2018-07-01,2018-12-31,123,0.230652,0.077228,0.277899,0.13318,153.5567,34229.2422,185.0115,0.048848
2019-S1,2019-01-01,2019-06-30,123,0.133905,0.022959,0.151523,0.078603,90.4813,10482.7988,102.3855,0.028652
2019-S2,2019-07-01,2019-12-31,128,0.243445,0.073753,0.271575,0.12036,167.504,34916.3867,186.8593,0.049
2020-S1,2020-01-01,2020-06-30,121,0.581683,0.484716,0.696215,0.229267,410.4889,241388.9062,491.3134,0.106497
2020-S2,2020-07-01,2020-12-31,123,0.152571,0.0387,0.196724,0.073728,111.7068,20745.709,144.0337,0.031012
2021-S1,2021-01-01,2021-06-30,120,0.26174,0.084001,0.28983,0.126707,197.8508,47997.9414,219.0843,0.053904
2021-S2,2021-07-01,2021-12-31,126,0.150182,0.032878,0.181323,0.065085,116.3051,19718.2051,140.4215,0.029668
2022-S1,2022-01-01,2022-06-30,124,0.211359,0.063077,0.251152,0.100888,169.1152,40382.8789,200.9549,0.044036
2022-S2,2022-07-01,2022-12-31,126,0.540413,0.376252,0.613394,0.176833,445.6036,255814.5156,505.7811,0.094424
2023-S1,2023-01-01,2023-06-30,119,0.320383,0.159647,0.399559,0.129079,280.0383,121971.3047,349.2439,0.063503
2023-S2,2023-07-01,2023-12-31,120,0.148075,0.029268,0.171078,0.078113,135.4574,24492.4375,156.5006,0.033836
2024-S1,2024-01-01,2024-06-30,121,0.086348,0.013736,0.117201,0.047612,80.6511,11983.293,109.4682,0.020204
2024-S2,2024-07-01,2024-12-31,125,0.148203,0.031078,0.176288,0.071934,140.5167,27937.377,167.1448,0.032831
2025-S1,2025-01-01,2025-06-30,121,0.22289,0.05738,0.239541,0.11967,216.1612,53967.9961,232.3101,0.052023
